engine_rpm,engine_temperature,fuel_consumption_rate,engine_load,date
2622.5166417757573,101.89994932969911,7.989120412044165,64.49331218705572,2023-06-07
5733.857254613547,85.53535986796135,5.94817775162058,72.86611250577901,2023-09-03
4552.767285781587,90.39919083109659,6.263592249722159,47.79079252274006,2023-11-01
3832.7558146639976,99.89841910573455,6.806711281809218,37.350723900404454,2023-07-08
1442.5006583891573,94.4626803357344,7.0365333436494835,39.13079446132769,2023-04-15
1442.3704098154944,102.15713115904681,7.4226180921054405,61.816895501863634,2023-12-05
913.6515057082771,108.83623703668579,7.554600289634944,54.05348203948977,2023-09-08
5277.35118718465,83.49640063145593,9.55716345487536,49.189647858635425,2023-11-26
3846.0210634133277,101.28703149194183,10.095731908260412,32.16644472657045,2023-05-04
4423.5919200986455,86.91032466896344,8.08879208126356,72.52734124993421,2023-10-24
711.1562691973332,92.43430182222707,14.072964199207282,66.86122685044437,2023-05-05
5837.513201674769,80.98588177385419,10.531397233389546,28.438316104353774,2023-02-09
5095.190260322277,84.07722146878096,12.874769280334068,42.0433072761282,2023-07-01
1746.6311976626912,89.59331867146699,14.242378324208433,52.527925618333484,2023-08-22
1581.8548229183434,90.25957415863955,6.631351145758052,47.26031736629192,2023-05-24
1590.3843532085425,106.98755649386287,9.278744837156346,43.86775032426431,2023-06-06
2242.9081119815037,102.25438727799545,9.332104017146088,63.12991385363176,2023-06-05
3433.6847308140846,109.16548904561122,8.544722504383541,23.270210254270246,2023-06-04
2932.5031006674253,97.97214531005721,5.089058665516399,48.28462034755651,2023-08-08
2172.6373570694263,87.25141196273954,13.15972107778095,35.73090142337608,2023-03-13
3904.005631500849,89.82965089764929,6.115593215539028,25.07710311408554,2023-12-17
1353.2668475210257,89.59507769875901,14.95480597921759,47.893229480177936,2023-04-06
2177.5811020901783,89.79482982989755,12.729584919111815,30.282121464234123,2023-10-01
2578.353953785935,100.18892519335446,10.800100176065145,35.493456913412516,2023-07-21
3062.777914771994,95.92423784271249,6.546064177415975,50.420523770604554,2023-12-21
4839.950191522274,91.56272534259932,10.15392971393247,78.42253879596929,2023-07-07
1678.2384236551425,84.47269306186149,7.611087408578089,61.055300408213355,2023-05-01
3376.8659674335026,80.66417488826438,7.5232252454306945,36.777307889409485,2023-09-05
3799.0386718550294,86.56504032763078,13.295292493824855,42.94436315452259,2023-05-04
850.8322286879877,83.22414211906043,8.806444239594347,44.36798913925863,2023-10-16
3880.742200267767,103.56335092556718,9.507238033908042,29.21825740066263,2023-07-15
1520.8302679113742,83.37493873441656,13.429647377801183,29.639251331580844,2023-04-09
951.2786021205094,101.72684711920509,5.8779062571884255,28.90368340924187,2023-06-20
5723.981901167999,91.56976069328248,10.946178530910496,51.299848264215015,2023-04-28
5814.412978602621,82.20135169231328,10.782156813730378,60.4511652043825,2023-07-31
4965.34567982889,104.38190148294757,9.252145692666751,55.4432410766496,2023-11-22
2244.914353536202,97.3889171070984,13.29774641424093,78.66603112720091,2023-03-06
1127.429415634473,87.07284538590719,14.428900613356927,27.55247433545911,2023-10-26
4294.858343165647,106.84043522998005,9.653358619136107,79.18846437816532,2023-01-26
2976.8234661938473,81.35774941611655,9.561470509983998,48.000436033273516,2023-11-27
1259.0064681618055,86.05458824593289,10.020637296707449,33.11796726662826,2023-12-26
3273.955314600859,102.56140783417584,12.231240308330616,76.59684956034542,2023-03-14
785.6980140221793,101.28133790929667,11.680602906989623,48.11679860867556,2023-12-19
5510.330171225423,88.67815081173434,7.228349492068871,40.84081731263122,2023-04-10
1997.4119006400913,81.8607462605835,5.638953485993433,32.828606229077394,2023-03-24
4177.620335511503,105.74234216674832,14.492541298167893,36.072527066948126,2023-06-05
2283.2398108828193,89.41092914209707,7.610697597337043,78.75317061363316,2023-04-03
3408.367314360178,85.87140244784796,11.385966846905918,38.23840639428646,2023-11-26
3552.2355084537103,95.4818546708293,13.284380027437223,78.6683554255763,2023-07-09
1598.214059837846,107.30681597847342,8.002767505471862,39.812899196725226,2023-06-13
5835.756989928616,81.30639733530126,11.354334136569287,33.88510793531371,2023-03-31
4785.717246150019,102.97412264092662,6.079002411492249,31.001850974110837,2023-01-12
5673.2942844466215,97.17419683816127,14.699314443756608,44.71127031643982,2023-02-07
5432.067692309303,92.76347349655451,5.581582750506259,34.20838691210163,2023-08-02
3828.6598855798597,102.3224133231518,9.381746738409763,61.81627782962318,2023-08-15
5578.120869124831,108.97473273324897,10.368192420600232,34.386304121838705,2023-08-15
1077.8595110803653,86.87618633488073,12.90481778663364,70.12381069987215,2023-01-20
1658.3074570633842,84.30942095216359,6.211285170724212,70.04067550929003,2023-08-09
844.2273601169055,107.3864523566809,9.408079738551766,37.13158244288397,2023-11-19
2356.7837861216276,100.06859232371912,7.997115695434523,65.21240782920978,2023-12-20
