Time,Temperature,Speed,EngineKnock,CoolantTemp,ThrottlePosition,MAPSensor,OxygenSensor,RainSensor,VoltageSensor,CamshaftPosition
0,88.46114264028252,28.33179146984961,7,87.24301726043588,50.813363735423444,103.46198776429416,-0.004333293216659234,0.914244752160339,11.49781043154238,357.7427045987346
1,88.83232662735526,60.29727781820131,5,96.54469210952819,6.47693827920256,81.55500567303315,-0.5846901446837509,2.6233999078844175,12.7146261143481,359.237068962177
2,90.54879039497597,51.474838434387344,5,85.79364623885547,58.49797887549359,113.289288997423,0.11057065700274571,-0.9594616663215693,14.040610318984156,5.191222267020347
3,86.75691118639926,35.20652141824143,3,86.31044442682631,77.4982490588024,97.39978417159591,1.252425940277736,1.6033895122654787,13.637505198610679,5.862969624139142
4,90.1061421409135,27.012264213701297,8,88.45525385738975,50.30307625799829,95.120142530119,-2.8043625640419068,-2.6107162057687083,13.18663649076524,0.7077324666141647
5,90.52081181372587,64.34100635569699,2,85.90770025902422,83.44643521202683,82.63852183751106,3.003803315594843,0.7186233627825708,12.738192106021254,1.086323819750469
6,92.54680797260679,54.594690829464,7,95.5078919426326,17.71661671478245,111.96524543327129,-2.6928610957459544,-0.41778844941849413,10.940730626853258,5.440296021223706
7,88.30778883409496,52.771628843057314,4,91.107545576764,70.03995645664595,81.75891682431974,-1.8182729804171747,3.957099895457968,10.09647562908558,6.621059004158695
8,88.46434369297955,42.107972398095875,4,90.88954949588341,72.12681216662955,118.1296198209194,0.362387838753658,-1.0668412723169924,8.866524658241737,10.524398140817663
9,87.67202241560939,47.19831616335753,5,91.14772439307467,47.495506043541226,113.93151554391872,1.2905563045899306,4.4086160131318675,17.462156967396453,9.170774877045515
10,91.22955685395276,59.95762090418915,1,88.86299577282948,98.67274849702062,82.86726324615064,1.4145509236910079,1.7711448088287964,13.133348533898285,12.536859161356453
11,91.57832969982077,23.858346341579782,7,91.46358515222691,40.42152407847982,80.21324654025196,-0.19028956119506818,0.7438360373561195,11.37927133508973,14.148594743876338
12,88.9781000771043,64.5202619298939,7,90.17509952634296,29.318709526966423,95.76168461310972,0.7671468365772034,2.976675156933835,11.130753556000142,12.618637981542841
13,88.08527961384645,46.25031182273257,3,88.53278967331623,29.167797868219214,111.84300823602008,1.7656566829621947,2.5544826937899803,13.226096471953616,11.379252155281186
14,90.21408623943705,63.74651617370469,4,90.3152730023174,92.73770590666997,81.13982951549364,-2.75422931873388,-0.8535205842385285,13.667457650557525,12.825881798023019
15,90.62377894509252,51.533416636167075,4,89.35822286249244,13.947933911918941,89.18754705281658,0.8985713292551889,0.8621049034171949,12.65455779637552,13.84690669104318
16,90.23964228779508,34.088383387333096,6,89.07065551780248,46.31330427626816,95.91998230795102,-1.6926362174331693,1.3613072267670518,12.24368887471168,12.310346887982869
17,92.48286760285994,46.46195743248472,5,95.43649589891137,79.77319141800736,101.45611266897828,2.251926574243912,-4.536988570394342,13.139934243652277,13.730964171819785
18,91.4080330043541,59.75501344921942,5,91.24456779830584,60.65032601724022,101.49498431353443,-0.5499448332638703,2.955090725695527,11.527007238176445,15.492646631605954
19,89.30877694274407,37.63739083992861,4,88.64091006101198,91.23158618012039,81.03212481119029,0.5512210046607802,-1.0179532108348264,12.798831648218654,22.51136747193435
20,89.38181568135508,51.169676146854,8,92.55327502114109,60.81645490085078,95.39601951041729,1.252539882144769,2.718848056874884,10.616667246476649,22.619489271337628
21,90.77991792385562,27.485277470537415,8,88.71546135557723,11.618061931133116,85.91776108467722,1.3419358721783616,0.5335496684336043,12.175170422620914,22.290229071904506
22,95.96987808485021,43.51247809203518,4,88.79916370435336,59.82818824090107,87.0708043122798,-3.144497886151941,-3.035236406620989,13.017006452826681,28.42960231661069
23,90.26912612391207,63.653708255593756,6,93.0582189071677,84.26337213820757,80.16545572103443,-0.3517908844661585,3.8561974806159993,10.66144515789004,20.01835019706805
24,91.33212178465612,25.48033260662995,3,88.58143297834943,83.04265290284299,117.4796713667233,1.8400038017618612,3.4358565973075033,13.106282355249421,27.17931849775093
25,89.43321215580458,25.04238067923127,3,91.70815978500333,88.72610644974895,113.49627048167493,1.5811310040834108,-0.30957080696284345,9.421160976147348,23.732449472336093
26,88.40278193644848,30.717762827637266,6,92.11627183088865,58.676047291663394,99.72918149455631,0.12492191770728794,5.2438679518925655,13.508893883089586,28.42194795581239
27,97.15505744557107,63.480391311276044,2,92.62877775548345,37.88924410877167,86.35616054796371,-0.3784850710421847,0.3981011906644213,10.56199188962486,28.78734688637809
28,89.23974258835347,38.84572778083172,3,92.85926945824038,21.203646717768788,84.21190092891737,2.537830648962375,-5.627664271406974,11.354770103064768,26.392981748608555
29,91.21389717831191,25.052425201350392,6,91.13566857963426,48.36730650419606,106.65035834039247,2.893946232913709,1.4737234687819558,10.428062976565824,27.847357607366785
30,89.44178317718985,40.617834235541764,5,91.16646696769736,83.29838841374946,103.33506277698024,-0.10610168305515794,-0.43825046244209576,13.630781560993618,31.204246655816654
31,87.65012114337887,51.93417512601576,2,88.21815299451112,66.94056881572173,100.19065909201035,-0.7561370261991758,0.47653732303264373,13.164740463782127,33.68952860768586
32,89.57156891015624,56.116673977522986,7,90.3706131764182,77.78058561632716,80.88097233409371,-2.0617211638142883,-3.7478396712773865,12.791626373347903,32.389448345947606
33,90.9867345299235,46.64047036652311,7,89.34865149613181,52.35491014335527,86.36815248862784,1.7183873938031051,0.08545757926942144,12.355043750341293,31.21219373091637
34,89.63983443056294,27.08859891785546,4,90.37680280536694,22.094923977328406,98.17512444861171,1.759242110722953,1.5431101954340518,8.83966011435039,35.97546578836902
35,86.7847579812942,20.087239340519403,4,90.94843684553615,39.66913878657128,113.01420462710502,1.2087731472303564,0.6027463186855563,12.01631786221715,36.5106327835877
36,92.62107524768544,30.593745854330706,5,91.83478618408863,58.14730312881452,112.93011737677557,0.048690953178491286,3.3520176134076674,8.801224188234748,37.607299352778874
37,87.54314866851084,40.6753776981293,4,90.4954485109111,89.89624896874598,112.8382878977672,-1.5520768467931016,-1.1123719553322702,8.316241758339608,34.07816988294225
38,90.19262970678379,61.78279826069712,2,86.80432615594339,92.39070925004576,104.1253802256338,2.2479525442444146,-1.7845748334646758,11.018068967323842,38.44001557387602
