fuel_pressure,fuel_flow_rate,fuel_injector_pulse_width,date
254.67198612485964,44.01100403596891,1.116659931302308,2023-09-20
469.68209131277774,38.70092134822021,3.764871884258965,2023-06-03
490.5964338931579,41.048176991719245,2.8030075985297076,2023-08-09
399.8260688932046,47.697155466006954,4.384287206681929,2023-12-10
380.249474047509,47.06905142044999,1.7675934279926793,2023-10-14
263.6147402077757,39.18859811347978,4.816629707082992,2023-04-13
362.7077835893558,13.446880332099942,4.00529632314413,2023-07-22
207.9725203626588,14.143564284859119,1.7572774483823759,2023-07-18
255.25681514043544,21.355943392644544,3.9147114158016296,2023-12-19
488.90391499443837,23.969051282710833,2.3567712591615138,2023-11-21
454.20949431184266,8.864852093708716,2.332102952560347,2023-05-03
320.1079882177215,46.74879759199445,1.4663698757399737,2023-10-16
413.5791280346499,22.267243140917234,2.479826116393547,2023-02-21
271.23427335665923,16.63681609099889,2.416683694223438,2023-10-18
411.6424341038321,14.005984589641283,4.611470653082355,2023-09-24
491.4540485631111,25.87955395176365,1.4184708479106032,2023-03-18
329.392258076144,46.796671110576106,3.2957937252386404,2023-09-21
287.17759119476625,35.334803680908834,4.307827276228231,2023-12-07
371.2691953056521,21.82040110441509,1.6164532142595527,2023-08-14
305.5923457297389,12.596976946786857,3.417165987142759,2023-05-23
223.11734736509635,7.318079735555956,4.877541500792791,2023-01-29
264.6072269223696,8.95609037375585,4.643361489174555,2023-10-09
240.2616674003787,8.398284350757534,3.2914219012647585,2023-03-01
374.0107250800296,27.670781596643252,3.9973210469278784,2023-06-09
498.2856505988875,9.577964875329053,2.121324101896761,2023-08-23
219.91627109106147,28.0879362949121,3.617232932214836,2023-01-13
406.57245403463173,7.043095888174815,4.993562757482911,2023-12-05
384.9600664283678,27.913798951481148,4.3998679107521355,2023-11-19
290.4436791238939,26.501417578650262,2.7753819652382288,2023-10-01
214.97463746128068,19.319000419820803,2.8429217807312432,2023-01-27
445.17358427095587,22.155568801126385,2.3078303150451145,2023-03-23
274.96790932673434,45.72878453967687,2.9280348528110345,2023-07-23
465.5557656936829,10.393872448951601,2.5976180554928074,2023-02-26
326.40550476839707,44.883454631943245,4.807064927535902,2023-10-24
329.1592955910996,33.5331703442455,1.8319724983566674,2023-06-25
458.74692942382984,32.28384113563017,4.762449588183914,2023-12-14
415.8788772801536,33.91119967699147,3.5532932284108045,2023-02-01
429.3752304180539,21.84942964774726,3.7774065919308772,2023-05-29
337.6137153782002,16.123566871271755,2.963037420340528,2023-01-18
390.22795073109506,30.002747631001736,3.194301463454176,2023-06-07
203.52549145537347,47.224442295451894,2.9148423774872434,2023-01-01
488.0849373786445,32.36913135696487,1.5899136786840518,2023-10-01
441.1922438952673,39.72850640472473,2.154546598879503,2023-12-20
315.7300085398641,6.446178826465866,3.943010153742792,2023-12-10
306.03040146695224,31.123198891940287,3.091317909195859,2023-12-01
232.62139336271662,47.57447642162218,2.574775649252533,2023-03-22
397.52860391860145,49.65980639776208,2.6501266362761946,2023-11-24
349.8387059310419,36.553796603537805,1.3269691118645461,2023-01-18
358.20233626269936,12.898215397080481,1.0815369231032168,2023-11-26
431.32751893920005,48.5512150298683,2.8056066502882016,2023-11-16
227.62668331779955,8.841115780258228,4.100802654151057,2023-04-15
285.69228898674817,28.338729680066088,2.058322763369272,2023-03-17
264.42900613951076,23.489582074381158,2.3616446002199982,2023-10-16
489.9082476279203,10.13030888413589,2.8237435469923566,2023-08-20
493.4915921400133,45.26320464914387,2.2259319937863853,2023-09-13
270.0121479661446,36.37601944201302,3.700364772930242,2023-12-02
473.7057131223889,49.05503036700069,3.22924162857407,2023-03-21
252.2504865411696,47.427615226848765,3.5822228596227745,2023-04-06
209.51846341945316,33.7794798775539,4.8674966020776385,2023-12-20
283.69405621943,29.14886589529331,1.9015373359418222,2023-06-08
241.75938841181724,24.853001873089717,3.8854993898350396,2023-01-23
251.36058596279568,10.03565520254445,3.8538720930685573,2023-03-03
328.95067254000344,28.665800452434862,1.782083279542709,2023-07-19
365.327096199494,34.85230395180851,2.8991977043408155,2023-10-20
278.88255234769525,36.33500462954362,4.277987502099537,2023-10-11
461.31012416801326,32.24673116001807,3.811812277873641,2023-11-11
250.86940104988733,25.06282653039763,2.266875419506165,2023-08-12
489.5182757745942,9.338408640162374,2.182831817776406,2023-01-26
359.5798326535877,41.54035303445893,2.759651218522092,2023-06-23
485.71923270455375,10.740012125996486,4.1746501069187545,2023-11-23
