brake_pad_wear,brake_fluid_level,brake_rotor_wear,date
2.788172154007915,79.88794509347629,3.9795068103745357,2023-12-22
7.336583452868099,41.39297596491565,0.729590684256719,2023-01-19
8.31404266690236,57.67404723094103,4.308622027468871,2023-03-06
0.15260304588763463,88.75948599060732,4.718921900875777,2023-10-14
6.298576533350072,44.969664395768916,4.229333627125516,2023-03-06
2.4178115824857813,45.7853819448376,2.1111252279348753,2023-07-10
3.8631217638744,50.49008334532588,0.6048786481408158,2023-06-15
8.961029687206679,68.98580736107563,0.060676483868092324,2023-12-19
7.800084383298356,23.936875903850275,4.503697467800664,2023-04-12
6.5885107614967575,19.766427332931546,4.947944442154982,2023-08-31
7.565449975437389,21.106722083181207,4.267933049266747,2023-07-01
7.0990026208594,78.01806023423626,0.018246792890903585,2023-02-06
3.3241228739721147,53.96568531351188,0.3910779177828627,2023-06-02
8.114681636424018,71.03505695084922,3.5683485575322265,2023-12-05
3.0704200739780014,24.102895653475276,3.59108836473345,2023-02-13
10.793306746971334,72.89922525222863,4.584635140196656,2023-12-29
1.9719027834266551,17.532259564822105,3.5849273912303694,2023-10-07
10.391643896092296,54.67677647664474,1.3200180378347,2023-01-01
6.1732929375925085,88.87995039335695,4.92236783315233,2023-08-01
8.471713695839803,96.56892579028246,0.5125556831218736,2023-04-04
0.3580517310554372,12.17341431995267,2.161424355647892,2023-05-05
10.11940798622701,72.67622463062392,0.9660299639836417,2023-11-01
10.471932650313448,34.13035695893157,2.928431705813945,2023-03-01
3.658371029724617,81.74096713630527,0.9286769797886624,2023-09-06
8.346685242303616,27.132947347628544,2.3116196395426947,2023-08-15
0.2062774925998876,13.69241563123521,3.1271596615438932,2023-05-03
9.699560692637846,55.665929307549774,1.5696127354626188,2023-10-27
10.55140906975176,42.95880005894163,3.7094591437097413,2023-04-10
5.378661001827991,30.029097314560993,3.975506265400872,2023-08-20
0.42894967029462805,13.81147840296384,1.401056224354671,2023-11-02
3.358135631570626,72.24828620256683,4.189401497463949,2023-08-16
8.311100326776254,51.50802162664919,4.64338897797149,2023-06-22
3.8492254271636024,64.79614219894869,2.3094136469033244,2023-05-06
9.562180611702173,31.664549307969235,1.6183969976911916,2023-09-27
0.3053944677331697,99.7201347142433,0.20859581799889615,2023-03-14
9.98766336455092,63.56968952146658,1.1447281547894983,2023-07-16
11.79663733396077,67.63873151325674,2.1195110336399936,2023-10-14
6.749144735913166,47.37604961549031,1.458231247609028,2023-07-08
3.3580547055981387,98.31051531205077,2.845159068474323,2023-06-27
0.7238668393804346,11.239378431051772,4.78587728428063,2023-04-24
1.4138539625438242,83.7925456193034,3.3999899475233346,2023-09-01
11.041432639880743,89.70931173566396,2.2239430238986317,2023-07-28
7.864420318718614,62.585076687506216,2.8086811273459267,2023-11-21
1.4959646362644659,80.89387403584445,3.01449794348718,2023-07-07
4.02991368109476,58.783403441223214,2.4721103685562245,2023-06-02
7.511044409035042,14.056821500423744,1.8401984803326477,2023-02-15
3.800725869444451,69.96547897289962,1.9575247538613967,2023-01-15
10.614148080443588,24.911990343936385,0.7637505528329624,2023-12-18
0.5770087285754948,79.29867986614153,1.7932201058669173,2023-07-20
10.36370542815631,44.93118813057734,3.334487225315021,2023-08-22
1.0550735594829193,79.6569823123469,2.649006089141999,2023-12-14
9.008934190001,19.126768079791546,2.7528539599124224,2023-07-13
1.6131863688094006,84.71987638442937,0.3194876859192808,2023-10-07
6.009205315049455,58.15581762383444,1.0702653474640378,2023-08-10
5.121959185197935,59.45999676695304,1.4978912058094624,2023-08-18
7.1447582679810715,55.863924870373005,1.5517387731697223,2023-08-23
11.970326949862168,25.548546740846422,1.2896810062866126,2023-10-22
9.135036173835502,81.0264853654953,1.0840377926374583,2023-07-22
1.794785870331455,15.01573104860533,2.992700282207335,2023-03-06
6.032620496510141,4.791862140023884,2.9160205015478358,2023-08-17
3.344809828065767,59.47946168001067,0.3335762415152693,2023-08-07
6.648355513640506,12.68509318149098,3.0325473769192857,2023-01-26
1.4946650808539226,93.63642519268708,3.9478191933099693,2023-12-30
8.950983415568569,66.39011961182901,4.118082216092826,2023-02-02
9.887569979740693,42.75629924465386,0.9567349833028788,2023-07-08
1.8151883600956729,80.171847014968,3.8676336336974098,2023-04-22
11.13553166687921,11.382411845506358,4.0108932602934075,2023-05-09
10.690863971416363,13.228402594550758,3.8718628347332906,2023-06-19
9.773295817529375,40.6801904392382,2.2714771980616213,2023-10-15
8.726428276752513,43.01191453363792,0.5286505128643465,2023-09-23
8.336616391371999,13.0338294325121,1.2942040186687265,2023-08-14
2.9095606093136466,30.918896030338317,4.653090162719551,2023-07-11
10.019547753517235,83.98533145309666,3.6078264210554716,2023-07-17
6.696870553670909,56.37793475145523,4.0786740196770666,2023-05-03
3.9618034035476377,64.00747752111586,3.461724788483215,2023-03-15
1.828470651421096,18.658751293662657,2.928720179368123,2023-12-08
8.785972862938838,73.62579871488352,2.2265008679483476,2023-07-30
2.1528402537892806,40.93126109954605,3.7692431354708003,2023-06-04
11.321228548603965,24.88081606407473,0.9259430240113775,2023-07-18
11.357131000948502,20.956062885810155,2.0625581711405934,2023-09-28
9.116759093115009,50.08515822853956,4.569757537433348,2023-09-23
9.030516454940587,58.45002100964616,0.7343571547132194,2023-01-25
5.561433547220226,27.178634715748995,4.8423404797087075,2023-09-19
11.896606362793303,86.05606575291273,1.472865153397434,2023-11-24
3.916982001708246,55.06132875191199,2.8245493462223985,2023-04-24
8.36310106099928,55.312331133137235,1.3978250877567593,2023-03-10
7.949088154356826,28.759698856280746,1.0725595772626384,2023-06-24
