coolant_temperature,coolant_flow_rate,radiator_pressure,fan_speed,date
74.87289258809585,1.7691265898543078,12.519725603466618,2392.332082152535,2023-03-24
85.98937849922244,1.9147332341827814,13.705112342396719,1372.1771736186474,2023-12-13
78.50158957308567,1.3385634225103538,17.463226184964093,2297.7678919096024,2023-03-20
96.45048207160808,2.3304122580156266,16.01485537573972,1599.4802274747244,2023-10-04
100.92017292896645,1.1050156713629906,15.939696438652561,786.9536733095441,2023-04-19
71.01903173199287,1.1744444998273125,10.941763259010031,1537.5761580238538,2023-11-14
98.91820458855992,0.9391500401188335,14.239853106800933,1582.0138448737155,2023-08-27
71.95932468272045,1.9828410855515153,12.695130818449265,2219.7972032992093,2023-12-16
95.38826609894923,0.6522362007691702,18.74943439200289,2320.6778893937094,2023-10-23
88.13755350572563,2.1073815223812593,17.420627083396205,1810.660580020263,2023-06-09
98.11697613697991,1.1729001168056348,14.777272036144819,1198.6198520717169,2023-03-14
87.47674020568432,1.8487164398216325,12.853297216076793,2149.6180703844193,2023-04-06
81.13165673046171,1.655510750276754,15.967913170509465,1996.7019449997026,2023-10-30
93.39551644666936,2.180759592003648,14.614707297427893,1440.8253556939421,2023-06-27
80.9836961434751,0.8561974118796061,14.799771566040572,802.6574031862342,2023-06-06
91.59444059940762,1.35954332180732,11.73780180643979,1803.6029513055764,2023-02-17
104.79300733435517,0.5793038816998852,12.912923159333069,1555.610217063194,2023-08-28
85.01747280254423,2.3293367891969385,10.869917259852368,2087.267157760418,2023-09-22
109.3276164088452,2.2586799793935137,10.889739943410847,2144.1760977268323,2023-01-09
91.76570808684603,1.5499128552405683,16.321164498165434,677.0043637876166,2023-08-10
102.5501504409992,0.849434828060754,18.5308613374468,792.3525686010851,2023-09-11
92.84574219893899,1.7865924310500527,14.59293114060208,1318.4566869871787,2023-10-08
82.7869072073648,1.7418503815783315,14.408236148066425,1325.5469252797761,2023-11-12
102.30913100344222,1.268574001612549,15.33333603822344,2150.894012172057,2023-01-04
103.70491556436411,1.1619033795823162,14.059450943909724,1407.64522595283,2023-10-03
105.06788250580306,1.2382741776411839,13.13675287911012,2099.1483614785147,2023-11-23
85.36157397047697,0.7084943118827762,14.9811766021075,1338.4950153803588,2023-10-04
106.66698294288341,1.9507724067101624,14.108672685552062,1343.6210198616034,2023-12-08
71.57670122787191,1.3343422505770313,13.480205864873337,885.3210444573062,2023-10-10
93.58865054951335,0.6518128953320701,17.149761627639485,1045.215352076721,2023-08-17
79.66526744548379,2.243467485097788,15.538604801043064,1927.8934695695414,2023-08-01
94.00656213138646,0.5652778932499298,12.072985621162033,2419.3363134957144,2023-11-28
74.51519965227048,0.7562864871175525,19.921407141855845,1301.1073692328682,2023-07-15
103.70374221825956,2.464508558240577,10.437970361170766,1043.951165010967,2023-09-08
94.31916270165809,0.6596432698890555,17.19768225135816,2131.5051414332656,2023-11-10
86.76331828734453,1.3682414817782969,10.178395651317317,596.5184436624014,2023-11-25
94.84192550864557,1.2775293464609179,18.477724259043008,1044.3036510486686,2023-01-18
78.1753083573568,1.208381865821649,11.22670223489976,1371.6231440204906,2023-09-05
105.97471107040354,0.611709835112453,13.55806913955611,633.2374627278502,2023-04-24
79.5888506416662,1.3451104787662171,18.652529282517698,2359.791975225545,2023-08-08
71.98246125803283,1.6967635573311253,11.169506960417976,2280.3205753571065,2023-05-17
96.89842437164829,1.6263587638425812,19.3855228602162,1164.9437772148028,2023-07-07
102.86301158366415,1.983761492018238,17.32275255589696,926.0097960934528,2023-02-15
71.69136896688079,0.6393901455708726,17.23210890022644,1532.3862432138565,2023-04-05
102.22675129014476,2.296068693854364,10.209367605473822,2164.2112841340727,2023-07-07
75.79919155989101,2.188452508812988,12.06801564104381,696.2348068694746,2023-12-16
80.92004434334568,1.126152871658372,11.439414457465357,1092.4229682945831,2023-04-06
73.45043028229833,1.0684772245536511,18.361006539323352,1225.7251083253996,2023-04-17
76.1910285937614,1.278085629047161,10.200033037739617,894.3909083493393,2023-08-22
86.3843479133244,2.2585903922167767,13.5618407093062,997.7333687812577,2023-11-10
79.05955477107551,1.089131299779395,11.014642783093834,1829.4316176269201,2023-12-30
103.01557933128701,0.9564195930427681,11.709813861985696,2194.2910109944933,2023-04-01
99.3970098733351,2.16530633767679,19.7736500361421,667.5426007720026,2023-11-27
105.34096616442771,0.8087944170522419,11.180620880275551,722.2178538871065,2023-06-22
100.10905259848985,1.5158157703516308,12.792969666171942,1138.8987046738375,2023-02-03
